Lat,Long,Satellite,Time_UTC,Date,Source,PROVINSI,KAB_KOTA,kec2006,desaa2006,nama_kaw
-3.15,104.05,NOAA19,7:40:15 AM,20160806,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL,GUNUNG MENANG,
-2.41,104.9,NOAA19,7:40:15 AM,20160806,ASMC,SUMATERA SELATAN,BANYUASIN,BANYU ASIN II,SUNGAI SEMUT,
-2.31,105.835,NOAA19,7:40:15 AM,20160806,ASMC,BANGKA BELITUNG,BANGKA,MENDO BARAT,PENAGAN,
1.95,109.46,NOAA19,7:40:15 AM,20160806,ASMC,KALIMANTAN BARAT,SAMBAS,PALOH,SEBUBUS,
-1.34,101.77,NOAA19,7:40:15 AM,20160806,ASMC,JAMBI,BUNGO,JUJUHAN,RANTAU IKIL,
-3.87,104.765,NOAA19,7:40:15 AM,20160806,ASMC,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,LEMPUING,TULUNG HARAPAN,
-3.52,104.635,NOAA19,7:40:15 AM,20160806,ASMC,SUMATERA SELATAN,OGAN ILIR,MUARA KUANG,LUBUK KELIAT,
-3.11,103.86,NOAA19,7:40:15 AM,20160806,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,BAILANGU,
-3.59,104.32,NOAA19,7:40:15 AM,20160806,ASMC,SUMATERA SELATAN,MUARAENIM,MUARA KUANG,TANJUNG MIRING,
-3.26,103.72,NOAA19,7:40:15 AM,20160806,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,BENAKAT MINYAK,
-3.24,103.41,NOAA19,7:40:15 AM,20160806,ASMC,SUMATERA SELATAN,MUSIRAWAS,BTS ULU ( CECAR ),PELAWE,
-2.02,105.81,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BANGKA,PUDING BESAR,SAING,
-2.05,101.875,NOAA19,7:29:54 AM,20160807,ASMC,JAMBI,MERANGIN,SUNGAI MANAU,SUNGAI JERING,
-2,105.945,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BANGKA,PUDING BESAR,PUDINGBESAR,
-1.94,105.56,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BANGKA BARAT,KELAPA,KACUNG,
1.18,99.868,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,BONAL,
1.367,99.567,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA UTARA,PADANG LAWAS UTARA,BATANG ONANG,PADANG GARUGUR,
1.48,100.495,NOAA19,7:29:54 AM,20160807,ASMC,RIAU,ROKAN HILIR,KECAMATAN PUJUD,TANJUNG MEDAN,
1.82,99.53,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA UTARA,TAPANULI SELATAN,SAIPAR DOLOK HOLE,SIPAGABU,
1.987,99.3,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,PADANG SIANDOMANG,
2.09,100.52,NOAA19,7:29:54 AM,20160807,ASMC,RIAU,ROKAN HILIR,KECAMATAN KUBU,TELUK PIYAI,
2.313,99.467,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA UTARA,TOBASAMOSIR,HABINSARAN,LUMBAN RAU UTARA,
-1.82,105.7,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BANGKA BARAT,KELAPA,PUSUK,
-0.52,103.12,NOAA19,7:29:54 AM,20160807,ASMC,RIAU,INDRAGIRI HILIR,KECAMATAN ENOK,SIMPANG TIGA,
-0.12,101.71,NOAA19,7:29:54 AM,20160807,ASMC,RIAU,PELALAWAN,KECAMATAN PANGKALAN KURAS,SEGATI,TN TESSO NILO
-0.11,101.685,NOAA19,7:29:54 AM,20160807,ASMC,RIAU,PELALAWAN,KECAMATAN PANGKALAN KURAS,SEGATI,TN TESSO NILO
0.42,100.14,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA BARAT,KOTA PASAMAN,PANTI,KUAMANG,
0.453,100.49,NOAA19,7:29:54 AM,20160807,ASMC,RIAU,KAMPAR,KECAMATAN XIII KOTO KAMPAR,SIKEBAU JAYA,
0.48,100.3,NOAA19,7:29:54 AM,20160807,ASMC,RIAU,ROKAN HULU,KECAMATAN ROKAN IV KOTO,CIPANG KANAN,
0.63,100.1,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA BARAT,KOTA PASAMAN,RAO,LANGUANG SAIYO,
1.133,99.825,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,BATANG BULU TANGGAL,
-3.51,103.92,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUARAENIM,GUNUNG MEGANG,FAJAR INDAH,
-3.36,102.98,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,LUBUK LINGGAU SELATAN,AIR KATI,
-3.237,103.407,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,BTS ULU ( CECAR ),PELAWE,
-3.21,102.11,NOAA19,7:29:54 AM,20160807,ASMC,BENGKULU,BENGKULU UTARA,PADANG JAYA,LUBUK BANYAU,
-3.2,103.92,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,PADANG BINDU,
-3.18,103.915,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,KARANG TANDING,
-3.175,103.955,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,PRABUMENANG,
-3.17,102.665,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,BATU KUNING/LAKITAN ULU,TABA GINDO,
-3.12,103.31,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,MUARA KELINGI,BINJAI,
-3.107,103.927,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,LUBUK TAMPUI,
-3.03,107.835,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BELITUNG,MEMBALONG,KEMBIRI,
-3.02,103.46,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,MUARA LAKITAN,SEMETEH,
-3.017,102.9,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,BATU KUNING/LAKITAN ULU,SUKAREJO,
-1.66,111.05,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN TENGAH,LAMANDAU,DELANG,NYALANG,
0.49,110.585,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,BANTAI,
0.37,110.01,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,PAWIS HILIR,
-0.21,109.41,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,KUBU RAYA,SUNGAI RAYA,SUNGAI RAYA,
0.57,109.11,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,PONTIANAK,TOHO,BUMBUN,
-4.55,104.04,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,MUARADUA,BANJAR AGUNG,
-4.905,105.745,NOAA19,7:29:54 AM,20160807,ASMC,LAMPUNG,LAMPUNG TIMUR,PENENGAHAN,HUTAN,TN WAY KAMBAS
1.13,109.28,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,SAMBAS,TEBAS,MARIBAS,
-2.565,103.11,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,RAWAS ILIR,BINGIN TELUK,
-2.84,101.47,NOAA19,7:29:54 AM,20160807,ASMC,BENGKULU,MUKO-MUKO,PUTRI HIJAU,HUTAN,
-2.98,102.9,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,BATU KUNING/LAKITAN ULU,JAMBUREJO,
-2.95,107.67,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BELITUNG,MEMBALONG,SIMPANG RUSA,
-2.84,107.72,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BELITUNG,BADAU,CERUCUK,
-2.84,103.17,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,MEGANG SAKTI,MUARA MEGANG,
-2.72,103.71,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,BABAT TOMAN,ULAK TEBERAU,
-2.59,106.12,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,NADUNG,
-2.57,103.22,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,RAWAS ILIR,AIR BENING,
-2.56,103.17,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUSIRAWAS,RAWAS ILIR,TANJUNG RAYA,
-2.05,105.855,NOAA19,7:29:54 AM,20160807,ASMC,BANGKA BELITUNG,BANGKA,PUDING BESAR,NIBUNG,
0.628,109.818,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,LANDAK,KUALA BEHE,SEHE LUSUR,
-3.77,104,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,MUARAENIM,LUBAI,PRABU MENANG,
-3.76,105.62,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,OGAN KOMERING ILIR,PEMATANG PANGGANG,SUNGAI CEPER,
-1.85,110.07,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,KETAPANG,MATAN HILIR SELATAN,NEGERI BARU,
0.52,110.5,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,SANGGAU,KEMBAYAN,SEJUAH,
-0.885,102.355,NOAA19,7:29:54 AM,20160807,ASMC,RIAU,INDRAGIRI HULU,KECAMATAN BATANG CENAKU,SIAMBUL,TN BUKIT TIGA PULUH
-0.844,101.638,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,PANGKALAN,
-3.23,103.945,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,TALANG UBI UTARA,
-3.14,103.92,NOAA19,7:29:54 AM,20160807,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,LUBUK TAMPUI,
0.42,109.02,NOAA19,7:29:54 AM,20160807,ASMC,KALIMANTAN BARAT,PONTIANAK,MEMPAWAH HILIR,P A S I R,
1.91,100.825,NOAA19,7:18:18 AM,20160808,ASMC,RIAU,ROKAN HILIR,KECAMATAN BANGKO PUSAKO,SUAK TEMENGGUNG,
1.775,101.5,NOAA19,7:18:18 AM,20160808,ASMC,RIAU,BENGKALIS,KECAMATAN RUPAT,TANJUNG KAPAL,
-0.955,102.245,NOAA19,7:18:18 AM,20160808,ASMC,JAMBI,TEBO,VII KOTO,PASEBAN,
-1.17,102.75,NOAA19,7:18:18 AM,20160808,ASMC,JAMBI,TANJUNGJABUNG BARAT,MERLUNG,SUNGAI ROTAN,
1.33,109.11,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SAMBAS,JAWAI,BAKAU,
0.38,110.57,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,BONTI,
0.38,110.08,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,KAYU ARA,
0.55,110.465,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,KEMBAYAN,SEJUAH,
0.63,109.82,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,LANDAK,KUALA BEHE,SEHE LUSUR,
0.66,109.825,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,LANDAK,KUALA BEHE,SEHE LUSUR,
0.7,109.77,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,LANDAK,MERANTI,MERANTI,
0.737,109.717,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,LANDAK,MERANTI,MORO BETUNG,
0.83,110.385,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,ENGKAHAN,
0.83,109.54,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,BENGKAYANG,BENGKAYANG,DHARMA BHAKTI,
1.493,109.113,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SAMBAS,TELUK KERAMAT,SIMPANG EMPAT,
1.91,109.51,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SAMBAS,PALOH,SEBUBUS,
2.71,117.15,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN UTARA,BULUNGAN,PESO,LONG TUNGU,
-0.9,109.8,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,KAYONG UTARA,SEPONTI,MAS BANGUN,
-0.503,109.217,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,KUBU RAYA,KUBU,SERUAT II,
0.06,110.055,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,BALAI,MAK KAWING,
0.24,110,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,DARA ITAM I,
0.33,110.34,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,TAYAN HULU,KEDAKAS,
-1.51,101.735,NOAA19,7:18:18 AM,20160808,ASMC,JAMBI,BUNGO,BILANGAN VII,TUO LUBUK MENGKUANG,
1.888,100.825,NOAA19,7:18:18 AM,20160808,ASMC,RIAU,ROKAN HILIR,KECAMATAN BANGKO PUSAKO,TELUK BANO II,
1.564,101.476,NOAA19,7:18:18 AM,20160808,ASMC,RIAU,DUMAI,KECAMATAN BUKIT KAPUR,BAGAN KELADI,
1.553,101.53,NOAA19,7:18:18 AM,20160808,ASMC,RIAU,BENGKALIS,KECAMATAN BUKIT BATU,BUMI AYU,
0.598,109.844,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,MUUN,
0.64,109.84,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,LANDAK,KUALA BEHE,SEHE LUSUR,
0.69,110.43,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,BEDUWAI,KASROMEGO,
0.81,110.4,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,KENAMAN,
1.09,110.14,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,ENTIKONG,SURUH TEMBAWANG,
-1.355,110.11,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,KAYONG UTARA,SUKADANA,SIMPANG TIGA,
-0.84,111.77,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,MELAWI,SAYAN,PEKAWAI,
0.37,110.55,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,UPE,
-0.96,102.285,NOAA19,7:18:18 AM,20160808,ASMC,JAMBI,TEBO,SUMAY,PEMAYONGAN,
0.52,110.6,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,BANTAI,
0.64,110.455,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,NOYAN,EMPOTO,
0.65,110.69,NOAA19,7:18:18 AM,20160808,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,MAJEL,
-7.75,112.14,NOAA19,7:18:18 AM,20160808,ASMC,JAWA TIMUR,KEDIRI,,,
1.786,101.502,NOAA19,7:07:16 AM,20160809,ASMC,RIAU,BENGKALIS,KECAMATAN RUPAT,TANJUNG KAPAL,
-3.06,107.77,NOAA19,7:07:16 AM,20160809,ASMC,BANGKA BELITUNG,BELITUNG,MEMBALONG,KEMBIRI,
-0.017,100.903,NOAA19,7:07:16 AM,20160809,ASMC,RIAU,KAMPAR,KECAMATAN KAMPAR KIRI HULU,BATU SASAK,
0.01,101.01,NOAA19,7:07:16 AM,20160809,ASMC,RIAU,KAMPAR,KECAMATAN KAMPAR KIRI,BALUNG,
1.568,101.468,NOAA19,7:07:16 AM,20160809,ASMC,RIAU,DUMAI,KECAMATAN BUKIT KAPUR,BAGAN KELADI,
0.85,110.41,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,ENGKAHAN,
2.28,117.93,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN TIMUR,BERAU,PULAU DERAWAN,TELUK SEMANTING,
0.72,110.035,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,LANDAK,KUALA BEHE,KUALA BEHE,
0.61,109.94,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,MUUN,
0.46,111.54,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HILIR,NANGA MERKAK,
0.49,112.585,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,KAPUAS HULU,BUNUT HULU,NANGA SURUK,
0.665,110.405,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,SANGGAU,BEDUWAI,BERENG BERKAWAT,
0.79,110.405,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,KENAMAN,
0.82,112.89,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,KAPUAS HULU,MANDAY,BIKA,
1.08,112.285,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,KAPUAS HULU,BATANG LUPAR,MENSIAU,
-0.46,111.76,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,MELAWI,NANGA PINOH,SENEMPAK,
-0.4,111.52,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,MELAWI,BELIMBING,U P E T,
-0.29,111.78,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,MELAWI,NANGA PINOH,NANGA BELIMBING,
-0.07,112.79,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,SINTANG,AMBALAU,NANGA SAKE,
-0.01,111.92,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,SINTANG,KAYAN HILIR,NANGA TIKAN,
0.355,110.507,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,KAMPUH,
0.41,110.52,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,KAMPUH,
0.44,110.02,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,TUBANG RAENG,
-2.5,115.265,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN SELATAN,HULUSUNGAI UTARA,AMUNTAI TENGAH,PINANG KARA,
-2.06,113.17,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,CEMPAGA,LUBUK RANGGAN,
-0.57,110.64,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN BARAT,KETAPANG,SUNGAI LAUR,SUKARAMAI,
-2.67,114.815,NOAA19,7:07:16 AM,20160809,ASMC,KALIMANTAN SELATAN,TAPIN,CANDI LARAS UTARA,BUAS BUAS,
-6.57,108.14,NOAA19,7:07:16 AM,20160809,ASMC,JAWA BARAT,MAJALENGKA,KERTAJATI,SUKAMULYA,
0.57,110.195,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,SEKAIS,
0.58,111.51,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HILIR,AIR NYURUK,
0.6,109.585,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,LANDAK,MENYUKE,LADANGAN,
0.61,112.865,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KAPUAS HULU,MANDAY,JELEMUK,
3.685,115.85,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN UTARA,NUNUKAN,KERAYAN,CINGLAT,
0.11,110.35,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,PARINDU,MARITA,
0.24,110.275,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,TAYAN HULU,MENYABO,
0.283,111.93,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KAPUAS HULU,SILAT HILIR,BONGKONG,
0.46,111.37,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU TENGAH,KERTA SARI,
0.47,109.775,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,LANDAK,SENGAH TEMILA,PALOAN,
0.49,112.87,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KAPUAS HULU,MENTEBAH,KEPALA GURUNG,
0.5,110.475,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,KEMBAYAN,SEJUAH,
0.53,112.88,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KAPUAS HULU,MENTEBAH,SUKA MAJU,
0.665,109.915,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,LANDAK,KUALA BEHE,KEDAMA,
0.68,110.89,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,KETORI,
0.75,110.94,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HULU,SEPILUK,
0.755,109.985,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,LANDAK,KUALA BEHE,SUMEDANG,
0.793,110.303,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,RAUT MUARA,
0.84,112.64,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KAPUAS HULU,EMBALOH HILIR,KELILING SEMULUNG,
0.87,113.02,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KAPUAS HULU,KEDAMIN,MELAPI,
1.06,111.99,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KAPUAS HULU,BATANG LUPAR,SETULANG,
1.28,117.115,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,MUARA WAHAU,MIAU BARU,
1.32,117.195,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,MUARA WAHAU,MIAU BARU,
1.49,115.385,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN UTARA,MALINAU,KAYAN HULU,LONG LEBUSAN,
-3.28,115.225,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN SELATAN,BANJAR,PENGARON,ANTARAKU,
-3.17,114.98,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN SELATAN,BANJAR,SIMPANG EMPAT,BENUA ANYAR,
-2.71,110.85,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.52,114.96,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN SELATAN,HULUSUNGAI SELATAN,DAHA UTARA,PANDAK DAUN,
-2.315,111.465,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,KOTAWARINGIN LAMA,RIAM DURIAN,
-1.64,110.29,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KETAPANG,MATAN HILIR UTARA,ULAK MEDANG,
-1.33,114.285,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN TENGAH,KAPUAS,MANTANGAI,DANAU RAWAH,
-1.225,114.295,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN TENGAH,KAPUAS,KAPUAS TENGAH,PENDA MUNTEI,
-1.07,112.665,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN TENGAH,KATINGAN,MARIKIT,TUMBANG HIRAN,
-0.9,111.625,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,MELAWI,SOKAN,NANGA SOKAN,
-0.613,111.543,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,MELAWI,BELIMBING,NANGA RAYA,
-0.527,110.15,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,SEKUCING LABAI,
-0.39,111.61,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,MELAWI,BELIMBING,NANGA TIKAN,
-0.38,111.54,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,MELAWI,BELIMBING,U P E T,
-0.31,111.84,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,MELAWI,NANGA PINOH,NANGA KEBEBU,
-0.18,117.35,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,MARANG KAYU,BUNGA PUTIH,
-0.18,110.01,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,TAYAN HILIR,LALANG,
-0.157,112.32,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SINTANG,KAYAN HULU,LINTANG TAMBUK,
-0.077,110.103,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,TAYAN HILIR,SEJOTANG,
0,112.77,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SINTANG,AMBALAU,BUNTUT PIMPIN,
-2.52,121.1,NOAA19,6:57:17 AM,20160810,ASMC,SULAWESI SELATAN,LUWU TIMUR,NUHA,PARUMPANAI,
-0.18,110.78,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,SANGGAU KAPUAS,RAMBING,
-0.11,112.755,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SINTANG,AMBALAU,NANGA AMBALAU,
0.02,110.04,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,BALAI,MAK KAWING,
0.1,117.4,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BEREBAS TENGAH,
0.16,110.3,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,TAYAN HULU,MENYABO,
0.335,110.78,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,TERATI,
0.455,110.555,NOAA19,6:57:17 AM,20160810,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,KAMPUH,
