Lat,Long,Satellite,Time_UTC,Date,Source,PROVINSI,KAB_KOTA,kec2006,desaa2006,nama_kaw
2.205,98.415,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,HUMBANG HASUNDUTAN,PAKKAT,PARMONANGAN,
1.958,99.51,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,TAPANULI SELATAN,SAIPAR DOLOK HOLE,TOLANG GUNUNG,
-2.85,103.97,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,LAIS,EPIL,
1.12,99.885,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,PADANG LAWAS,SOSA,HURUNG JILOK,
0.655,100.115,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA BARAT,KOTA PASAMAN,MAPAT TUNGGUL,MUARO TAIS TANGAH,
0.41,99.54,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA BARAT,PASAMAN BARAT,RANAH BATAHAN,,
-1.535,102.565,NOAA19,7:24:57 AM,20160703,ASMC,JAMBI,TEBO,TEBO TENGAH,SUNGAI KERUH,
-3.5,104.68,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA SELATAN,OGAN KOMERING ILIR,MUARA KUANG,KASIH RAJA,
-2.935,101.745,NOAA19,7:24:57 AM,20160703,ASMC,BENGKULU,MUKO-MUKO,PUTRI HIJAU,HUTAN,
-0.21,111.905,NOAA19,7:24:57 AM,20160703,ASMC,KALIMANTAN BARAT,SINTANG,KAYAN HILIR,NATAI TEBEDAK,
-1.21,101.38,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA BARAT,SOLOK SELATAN,SANGIR BATANGHARI,RANAH TANJUNG PUAN,
1.957,99.371,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,PARINSORAN PANGORIAN,
1.39,109.79,NOAA19,7:24:57 AM,20160703,ASMC,KALIMANTAN BARAT,BENGKAYANG,JAGOI BABANG,KUMBA,
-2.7,110.91,NOAA19,7:24:57 AM,20160703,ASMC,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
2.67,98.035,NOAA19,7:24:57 AM,20160703,ASMC,ACEH,ACEH SINGKIL,SURO MAKMUR,KAMPONG SURO BARU,
2.673,98.61,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,SAMOSIR,PARBULUAN,PARBULUAN VI,
-1.14,102.465,NOAA19,7:24:57 AM,20160703,ASMC,JAMBI,TEBO,SUMAY,SUO SUO,
-0.87,102.065,NOAA19,7:24:57 AM,20160703,ASMC,RIAU,INDRAGIRI HULU,KECAMATAN PERANAP,TALANG MULYA,HL. BUKIT BATABUH LUBUK JAMBI
-0.87,101.645,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,PANGKALAN,
-0.158,101.745,NOAA19,7:24:57 AM,20160703,ASMC,RIAU,PELALAWAN,KECAMATAN PANGKALAN KURAS,SEGATI,TN TESSO NILO
0.66,110.38,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SANGGAU,BEDUWAI,BERENG BERKAWAT,
4.2,97.72,NOAA19,7:14:33 AM,20160704,ASMC,ACEH,GAYOLUES,PINDING,PINDING,
3.911,97.958,NOAA19,7:14:33 AM,20160704,ASMC,SUMATERA UTARA,LANGKAT,BESITANG,PIR ADB BESITANG,
2.07,99.28,NOAA19,7:14:33 AM,20160704,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,SIBAGANDING,
2.554,98.103,NOAA19,7:14:33 AM,20160704,ASMC,SUMATERA UTARA,PAKPAKBHARAT,SITELLU TALI URANG JEHE,KABAN TENGAH,
4.02,97.835,NOAA19,7:14:33 AM,20160704,ASMC,ACEH,ACEH TAMIANG,KEJURUAN MUDA,SELAMAT,TN GUNUNG LEUSER
4.015,97.805,NOAA19,7:14:33 AM,20160704,ASMC,ACEH,GAYOLUES,PINDING,PERTIK,TN GUNUNG LEUSER
0.267,99.22,NOAA19,7:14:33 AM,20160704,ASMC,SUMATERA BARAT,PASAMAN BARAT,RANAH BATAHAN,SUKOREJO,
1.06,101.995,NOAA19,7:14:33 AM,20160704,ASMC,RIAU,BENGKALIS,KECAMATAN SIAK KECIL,SADAR JAYA,
1.215,102.035,NOAA19,7:14:33 AM,20160704,ASMC,RIAU,BENGKALIS,KECAMATAN SIAK KECIL,SUMBER JAYA,
-0.26,101.915,NOAA19,7:14:33 AM,20160704,ASMC,RIAU,PELALAWAN,KECAMATAN UKUI,LUBUK KEMBANG BUNGA,TN TESSO NILO
0.093,103.553,NOAA19,7:14:33 AM,20160704,ASMC,RIAU,INDRAGIRI HILIR,KECAMATAN MANDAH,BELARAS,
1.65,109.36,NOAA19,7:14:33 AM,20160704,ASMC,KALIMANTAN BARAT,SAMBAS,TELUK KERAMAT,TEMPAPAN HULU,
-2.6,112.92,NOAA19,7:14:33 AM,20160704,ASMC,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAWA BARU/KETAPANG,MENTAWA BARU HILIR,
-1.6,113.255,NOAA19,7:14:33 AM,20160704,ASMC,KALIMANTAN TENGAH,KATINGAN,PULAU MALAN,MANDUING LAMA,
1.34,109.92,NOAA19,7:14:33 AM,20160704,ASMC,KALIMANTAN BARAT,BENGKAYANG,JAGOI BABANG,JAGOI,
-2.598,121.38,NOAA19,7:14:33 AM,20160704,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,ASULI,
-0.175,101.9,NOAA19,7:02:10 AM,20160705,ASMC,RIAU,PELALAWAN,KECAMATAN UKUI,LUBUK KEMBANG BUNGA,TN TESSO NILO
-0.14,111.505,NOAA19,7:02:10 AM,20160705,ASMC,KALIMANTAN BARAT,SINTANG,SUNGAI TEBELIAN,LEBAK UBAH,
-0.1,110.09,NOAA19,7:02:10 AM,20160705,ASMC,KALIMANTAN BARAT,SANGGAU,TAYAN HILIR,SEJOTANG,
-0.18,101.685,NOAA19,7:02:10 AM,20160705,ASMC,RIAU,PELALAWAN,KECAMATAN PANGKALAN KURAS,SEGATI,TN TESSO NILO
-1.7,114.92,NOAA19,6:51:17 AM,20160706,ASMC,KALIMANTAN TENGAH,BARITO SELATAN,DUSUN SELATAN,DANGKA,
-0.49,111.575,NOAA19,6:51:17 AM,20160706,ASMC,KALIMANTAN BARAT,MELAWI,BELIMBING,NANGA KEBERAK,
-2.31,119.85,NOAA19,6:51:17 AM,20160706,ASMC,SULAWESI SELATAN,LUWU UTARA,SEKO,EMBONATANAH,
-2.94,121.54,NOAA19,6:51:17 AM,20160706,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,TOKALIMBO,
-2.81,120.1,NOAA19,6:40:58 AM,20160707,ASMC,SULAWESI SELATAN,LUWU,LAMASI,BOLONG,
-2.77,120.255,NOAA19,6:40:58 AM,20160707,ASMC,SULAWESI SELATAN,LUWU UTARA,MALANGKE BARAT,WARA,
-1.79,113.965,NOAA19,6:40:58 AM,20160707,ASMC,KALIMANTAN TENGAH,KAPUAS,KAHAYAN TENGAH,BUKIT BAMBA,
0.33,116.285,NOAA19,6:40:58 AM,20160707,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,KEMBANG JANGGUT,PULAU PINANG,
-2.29,115.61,NOAA19,6:40:58 AM,20160707,ASMC,KALIMANTAN SELATAN,BALANGAN,JUAI,SIRAP,
-2.27,114.81,NOAA19,6:40:58 AM,20160707,ASMC,KALIMANTAN TENGAH,BARITO SELATAN,DUSUN HILIR,MENGKATIP,
-3.82,119.98,NOAA19,6:40:58 AM,20160707,ASMC,SULAWESI SELATAN,SIDENRENGRAPPANG,PITU RIAWA,BULU CENRANA,
2.27,98.68,NOAA19,8:20:41 AM,20160707,ASMC,SUMATERA UTARA,HUMBANG HASUNDUTAN,POLLUNG,AEK NAULI I,
0.92,99.095,NOAA19,8:20:41 AM,20160707,ASMC,SUMATERA UTARA,MANDAILINGNATAL,NATAL,UPT SIKARA KARA II,
1.95,99.355,NOAA19,8:20:41 AM,20160707,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,PARINSORAN PANGORIAN,
0.58,100.39,NOAA19,8:20:41 AM,20160707,ASMC,RIAU,ROKAN HULU,KECAMATAN ROKAN IV KOTO,ROKAN,
0.64,101.3,NOAA19,8:20:41 AM,20160707,ASMC,RIAU,KAMPAR,KECAMATAN TAPUNG HILIR,PANTAI CERMIN,
0.6,100.08,NOAA19,8:20:41 AM,20160707,ASMC,SUMATERA BARAT,KOTA PASAMAN,RAO,LANGUANG SEPAKAT,
-0.3,117.305,NOAA19,6:29:34 AM,20160708,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,MUARA BADAK,MUARA BADAK ULU,
-1.8,119.4,NOAA19,6:29:34 AM,20160708,ASMC,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,UPT LARA III,
-0.274,117.352,NOAA19,6:29:34 AM,20160708,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,MUARA BADAK,MUARA BADAK ILIR,
-2.57,121.365,NOAA19,6:29:34 AM,20160708,ASMC,SULAWESI SELATAN,LUWU TIMUR,NUHA,MAGANI,
3.13,97.955,NOAA19,8:08:54 AM,20160708,ASMC,ACEH,ACEH TENGGARA,LAWE ALAS,TENEMBAK ALAS,
-1.04,102.34,NOAA19,8:08:54 AM,20160708,ASMC,JAMBI,TEBO,SUMAY,PEMAYONGAN,
-0.17,101.875,NOAA19,8:08:54 AM,20160708,ASMC,RIAU,PELALAWAN,KECAMATAN UKUI,LUBUK KEMBANG BUNGA,TN TESSO NILO
1.99,98.59,NOAA19,8:08:54 AM,20160708,ASMC,SUMATERA UTARA,TAPANULI TENGAH,MANDUAMAS I,MAKMUR,
2.05,99.32,NOAA19,8:08:54 AM,20160708,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,PADANG SIANDOMANG,
2.16,99.17,NOAA19,8:08:54 AM,20160708,ASMC,SUMATERA UTARA,TAPANULI UTARA,SIPAHUTAR,TAPIAN NAULI II,
2.97,97.53,NOAA19,8:08:54 AM,20160708,ASMC,ACEH,ACEH SELATAN,KLUET UTARA,KAMPUNG TINGGI,
3.08,97.95,NOAA19,8:08:54 AM,20160708,ASMC,ACEH,ACEH TENGGARA,LAWE ALAS,MERANTI,TN GUNUNG LEUSER
1.92,98.7,NOAA19,8:08:54 AM,20160708,ASMC,SUMATERA UTARA,TAPANULI TENGAH,SORKAM,PARGARINGAN,
0.73,123.8,NOAA19,6:09:22 AM,20160710,ASMC,SULAWESI UTARA,BOLAANGMONGONDOW,,,TN BOGANI NANI WARTABONE
0.79,124.27,NOAA19,6:09:22 AM,20160710,ASMC,SULAWESI UTARA,BOLAANGMONGONDOW,,,
0.567,116.82,NOAA19,6:09:22 AM,20160710,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,MUARA BENGKAL,BENUA BARU,
-2.58,121.37,NOAA19,6:09:22 AM,20160710,ASMC,SULAWESI SELATAN,LUWU TIMUR,NUHA,MAGANI,
2.21,101.02,NOAA19,7:34:52 AM,20160711,ASMC,RIAU,ROKAN HILIR,KECAMATAN SINABOI,BAGAN TIMUR,
1.897,100.833,NOAA19,7:34:52 AM,20160711,ASMC,RIAU,ROKAN HILIR,KECAMATAN BANGKO PUSAKO,TELUK BANO II,
1.23,99.795,NOAA19,7:34:52 AM,20160711,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,JANJI LOBI LIMA,
-3.05,106.68,NOAA19,7:34:52 AM,20160711,ASMC,BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,SADAI,
-3.01,107.985,NOAA19,7:34:52 AM,20160711,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,GANTUNG,LILANGAN,
-2,105.64,NOAA19,7:34:52 AM,20160711,ASMC,BANGKA BELITUNG,BANGKA,KELAPA,KAYUARANG,
1.4,100.575,NOAA19,7:34:52 AM,20160711,ASMC,RIAU,ROKAN HILIR,KECAMATAN PUJUD,TANJUNG MEDAN,
-3.21,103.42,NOAA19,7:34:52 AM,20160711,ASMC,SUMATERA SELATAN,MUSIRAWAS,MUARA LAKITAN,PENDINGAN,
-0.45,109.22,NOAA19,7:34:52 AM,20160711,ASMC,KALIMANTAN BARAT,KUBU RAYA,KUBU,SERUAT III,
0.16,109.44,NOAA19,7:34:52 AM,20160711,ASMC,KALIMANTAN BARAT,KUBU RAYA,KUALA MANDOR B,KUBU PADI II,
0.85,110.88,NOAA19,7:34:52 AM,20160711,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HULU,SUNGAI SERIA,
1.01,109.055,NOAA19,7:34:52 AM,20160711,ASMC,KALIMANTAN BARAT,SAMBAS,SELAKAU,SUNGAI DAUN,
1.46,109.11,NOAA19,7:34:52 AM,20160711,ASMC,KALIMANTAN BARAT,SAMBAS,JAWAI,SARANG BURUNG DANAU,
-0.47,109.32,NOAA19,7:34:52 AM,20160711,ASMC,KALIMANTAN BARAT,KUBU RAYA,KUBU,UPT XIX OLAK OLAK KUBU,
-2.6,103.72,NOAA19,7:34:52 AM,20160711,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,BATANGHARI LEKO,TANJUNG BALI,
1.623,100.893,NOAA19,7:34:52 AM,20160711,ASMC,RIAU,ROKAN HILIR,KECAMATAN BANGKO PUSAKO,BANGKO SEMPURNA,
-1.995,105.215,NOAA19,7:34:52 AM,20160711,ASMC,BANGKA BELITUNG,BANGKA BARAT,MENTOK,AIR PUTIH,CA GUNUNG MENUMBING
-0.21,101.845,NOAA19,7:22:48 AM,20160712,ASMC,RIAU,PELALAWAN,KECAMATAN UKUI,LUBUK KEMBANG BUNGA,TN TESSO NILO
-2.516,102.868,NOAA19,7:22:48 AM,20160712,ASMC,SUMATERA SELATAN,MUSIRAWAS,RUPIT,KARANG WARU,
-1.52,101.355,NOAA19,7:22:48 AM,20160712,ASMC,SUMATERA BARAT,SOLOK SELATAN,SANGIR,BUKIT PUTUIH,TN KERINCI SEBLAT
0.72,110.46,NOAA19,7:22:48 AM,20160712,ASMC,KALIMANTAN BARAT,SANGGAU,BEDUWAI,KASROMEGO,
-7.86,113.71,NOAA19,7:22:48 AM,20160712,ASMC,JAWA TIMUR,SITUBONDO,,,
-7.62,112.36,NOAA19,7:22:48 AM,20160712,ASMC,JAWA TIMUR,JOMBANG,,,
-7.77,112.92,NOAA19,7:22:48 AM,20160712,ASMC,JAWA TIMUR,PASURUAN,,,
1.44,109.12,NOAA19,7:22:48 AM,20160712,ASMC,KALIMANTAN BARAT,SAMBAS,JAWAI,SARANG BURUNG DANAU,
-5.1,105.165,NOAA19,7:22:48 AM,20160712,ASMC,LAMPUNG,LAMPUNG TENGAH,BEKRI,SINAR BANTEN/BEKRI,
-2.595,106.135,NOAA19,7:22:48 AM,20160712,ASMC,BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,PAYUNG,
-1.663,102.203,NOAA19,7:22:48 AM,20160712,ASMC,JAMBI,BUNGO,PELEPAT,RANTAU KELOYANG,
4.68,97.315,NOAA19,7:12:15 AM,20160713,ASMC,ACEH,ACEH TIMUR,SERBA JADI,SEMBUANG,
-0.215,109.555,NOAA19,7:12:15 AM,20160713,ASMC,KALIMANTAN BARAT,KUBU RAYA,SUNGAI RAYA,SUNGAI ASAM,
1.63,109.42,NOAA19,7:12:15 AM,20160713,ASMC,KALIMANTAN BARAT,SAMBAS,SAJINGAN BESAR,SANTABAN,
-1.41,103.62,NOAA19,7:12:15 AM,20160713,ASMC,JAMBI,TANJUNGJABUNG TIMUR,MENDAHARA,MENDAHARA ULU,
-1.87,105.545,NOAA19,7:00:44 AM,20160714,ASMC,BANGKA BELITUNG,BANGKA BARAT,KELAPA,PERS TERENTANG,
-2.773,106.263,NOAA19,7:00:44 AM,20160714,ASMC,BANGKA BELITUNG,BANGKA SELATAN,AIR GEGAS,DELAS,
0.89,110.745,NOAA19,7:00:44 AM,20160714,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,SEI TEKAM,
-1.673,110.297,NOAA19,7:00:44 AM,20160714,ASMC,KALIMANTAN BARAT,KETAPANG,MATAN HILIR SELATAN,NEGERI BARU,
0.82,111.185,NOAA19,7:00:44 AM,20160714,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HULU,SUAK MEDANG,
-0.563,117.467,NOAA19,7:00:44 AM,20160714,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,ANGGANA,MUARA PANTUAN,
0.735,110.46,NOAA19,7:00:44 AM,20160714,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,PENGADANG,
0.74,110.665,NOAA19,7:00:44 AM,20160714,ASMC,KALIMANTAN BARAT,SANGGAU,NOYAN,SEMONGAN,
-0.49,117.39,NOAA19,7:00:44 AM,20160714,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,ANGGANA,KUTAI LAMA,
4.23,117.29,NOAA19,6:50:24 AM,20160715,ASMC,KALIMANTAN UTARA,NUNUKAN,NUNUKAN,NUNUKAN BARAT,
0.6,110.385,NOAA19,6:50:24 AM,20160715,ASMC,KALIMANTAN BARAT,SANGGAU,KEMBAYAN,TUNGGAL BHAKTI,
0.72,116.65,NOAA19,6:50:24 AM,20160715,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,MUARA ANCALONG,MELAN,
-2.54,121.015,NOAA19,6:50:24 AM,20160715,ASMC,SULAWESI SELATAN,LUWU TIMUR,MALILI,TARABBI,
0.26,114.82,NOAA19,6:38:41 AM,20160716,ASMC,KALIMANTAN TENGAH,MURUNGRAYA,SUMBER BARITO,TAKAJUNG,
2.93,115.87,NOAA19,6:38:41 AM,20160716,ASMC,KALIMANTAN UTARA,MALINAU,PUJUNGAN,LONG ULI,TN KAYAN MENTARANG
3.6,116.94,NOAA19,6:38:41 AM,20160716,ASMC,KALIMANTAN UTARA,TANA TIDUNG,SESAYAP,TIDENG PALE,
1.19,99.835,NOAA19,8:07:55 AM,20160717,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,BATANG TANGGAL BARU,
-4.74,105.3,NOAA19,8:07:55 AM,20160717,ASMC,LAMPUNG,LAMPUNG TENGAH,BANDAR MATARAM,HUTAN,
0.24,100.57,NOAA19,8:07:55 AM,20160717,ASMC,SUMATERA BARAT,LIMAPULUHKOTO,XIII KOTO KAMPAR,GUNUNG MALELO,
-2.59,121.38,NOAA19,6:28:12 AM,20160717,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,ASULI,
-1.54,121.4,NOAA19,6:18:47 AM,20160718,ASMC,SULAWESI TENGAH,MOROWALI UTARA,BUNGKU UTARA,TARONGGO,CA MOROWALI
-1.46,119.94,NOAA19,6:18:47 AM,20160718,ASMC,SULAWESI TENGAH,SIGI,KULAWI,TANGKULOWI,
-3.08,102.86,NOAA19,7:44:08 AM,20160719,ASMC,SUMATERA SELATAN,MUSIRAWAS,BATU KUNING/LAKITAN ULU,SUKAKARYA,
3.03,115.88,NOAA19,7:10:17 AM,20160722,ASMC,KALIMANTAN UTARA,MALINAU,PUJUNGAN,LONG TEBULO,TN KAYAN MENTARANG
2.91,115.86,NOAA19,6:58:52 AM,20160723,ASMC,KALIMANTAN UTARA,MALINAU,PUJUNGAN,LONG ULI,TN KAYAN MENTARANG
-2.57,121.38,NOAA19,6:58:52 AM,20160723,ASMC,SULAWESI SELATAN,LUWU TIMUR,NUHA,SOROAKO,
1.79,116.38,NOAA19,6:48:49 AM,20160724,ASMC,KALIMANTAN TIMUR,BERAU,KELAY,LONG SULUI,
-2.6,121.38,NOAA19,6:48:49 AM,20160724,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,ASULI,
2.975,98.47,NOAA19,8:17:20 AM,20160725,ASMC,SUMATERA UTARA,KARO,MEREK,PERTIBI LAMA,
1.99,99.335,NOAA19,8:17:20 AM,20160725,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,AEK TANGGA,
-5.41,119.495,NOAA19,6:26:27 AM,20160726,ASMC,SULAWESI SELATAN,TAKALAR,POLOBANGKENG SELATAN,MONCONGKOMBA,
-4.46,121.665,NOAA19,6:26:27 AM,20160726,ASMC,SULAWESI TENGGARA,KOLAKA,WATUBANGGA,UPT.TANGGEAU,
-2.59,121.375,NOAA19,6:26:27 AM,20160726,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,ASULI,
-2.56,121.565,NOAA19,6:16:22 AM,20160727,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,MAHALONA,
-2.575,121.375,NOAA19,6:16:22 AM,20160727,ASMC,SULAWESI SELATAN,LUWU TIMUR,NUHA,MAGANI,
-4.44,122.21,NOAA19,6:16:22 AM,20160727,ASMC,SULAWESI TENGGARA,KONAWE SELATAN,TINANGGEA,NGAPAAHA,
4.7,97.22,NOAA19,7:42:43 AM,20160728,ASMC,ACEH,BENER MERIAH,SYIAH UTAMA,GERPA,
-1.025,102.31,NOAA19,7:42:43 AM,20160728,ASMC,JAMBI,TEBO,SUMAY,PEMAYONGAN,
-0.4,101.23,NOAA19,7:42:43 AM,20160728,ASMC,RIAU,KUANTAN SINGINGI,KECAMATAN SINGINGI,MUARA LEMBU,SM BUKIT RIMBANG BUKIT BALING
0.76,103.42,NOAA19,7:42:43 AM,20160728,ASMC,KEPULAUAN RIAU,KARIMUN,KUNDUR BARAT,SAWANG SELATAN,
1.6,99.48,NOAA19,7:42:43 AM,20160728,ASMC,SUMATERA UTARA,PADANG LAWAS UTARA,SAIPAR DOLOK HOLE,TAMBISKI,
2.01,99.47,NOAA19,7:42:43 AM,20160728,ASMC,SUMATERA UTARA,TAPANULI SELATAN,SAIPAR DOLOK HOLE,PARSULUMAN,
4.11,97.135,NOAA19,7:42:43 AM,20160728,ASMC,ACEH,GAYOLUES,TERANGON,RUMPI,
-3.363,102.997,NOAA19,7:42:43 AM,20160728,ASMC,SUMATERA SELATAN,MUSIRAWAS,MUARA BELITI,MUARA KATI LAMA,
-3.13,102.695,NOAA19,7:42:43 AM,20160728,ASMC,SUMATERA SELATAN,MUSIRAWAS,BATU KUNING/LAKITAN ULU,PRABU MENANG,TN KERINCI SEBLAT
1.88,99.54,NOAA19,7:31:20 AM,20160729,ASMC,SUMATERA UTARA,TAPANULI SELATAN,SAIPAR DOLOK HOLE,SIMOLE OLE,
-3.69,103.695,NOAA19,7:31:20 AM,20160729,ASMC,SUMATERA SELATAN,LAHAT,MERAPI,MERAPI,
-3.18,102.83,NOAA19,7:31:20 AM,20160729,ASMC,SUMATERA SELATAN,KOTA LUBUKLINGGAU,LUBUK LINGGAU UTARA,BELALAU II,
2.07,99.26,NOAA19,7:31:20 AM,20160729,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,SIBAGANDING,
1.978,99.339,NOAA19,7:31:20 AM,20160729,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,AEK TANGGA,
1.95,98.65,NOAA19,7:31:20 AM,20160729,ASMC,SUMATERA UTARA,TAPANULI TENGAH,SORKAM,PARDAMEAN,
0.075,101.05,NOAA19,7:19:46 AM,20160730,ASMC,RIAU,KAMPAR,KECAMATAN XIII KOTO KAMPAR,SILAM,
-1.81,105.49,NOAA19,7:19:46 AM,20160730,ASMC,BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,AIRNYATOH,
-3.017,103.84,NOAA19,7:19:46 AM,20160730,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,SEKAYU,BAILANGU,
-2.96,103.85,NOAA19,7:19:46 AM,20160730,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,SEKAYU,LUMPATAN,
-2.83,107.84,NOAA19,7:19:46 AM,20160730,ASMC,BANGKA BELITUNG,BELITUNG,BADAU,BADAU,
-2.255,114.045,NOAA19,7:19:46 AM,20160730,ASMC,KALIMANTAN TENGAH,PULANGPISAU,KAHAYAN KUALA,PADURAN SABANGAU,
0.904,99.983,NOAA19,7:09:06 AM,20160731,ASMC,SUMATERA UTARA,PADANG LAWAS,SOSA,HATONGGA,
-2.86,107.77,NOAA19,7:09:06 AM,20160731,ASMC,BANGKA BELITUNG,BELITUNG,BADAU,BADAU,
-3.2,104.035,NOAA19,7:09:06 AM,20160731,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL,SEPANTAN,
-3.126,103.128,NOAA19,7:09:06 AM,20160731,ASMC,SUMATERA SELATAN,MUSIRAWAS,MUARA KELINGI,JAYA BAKTI,
0.63,110.63,NOAA19,7:09:06 AM,20160731,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,BANTAI,
-1.96,113.13,NOAA19,7:09:06 AM,20160731,ASMC,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,CEMPAGA,PARIT,
-3.13,114.03,NOAA19,7:09:06 AM,20160731,ASMC,KALIMANTAN TENGAH,PULANGPISAU,KAHAYAN KUALA,BAHAUR TENGAH,
-6.79,110.975,NOAA19,7:09:06 AM,20160731,ASMC,JAWA TENGAH,PATI,MARGOREJO,JAMBEAN KIDUL,
-2.695,107.82,NOAA19,6:58:14 AM,20160801,ASMC,BANGKA BELITUNG,BELITUNG,SIJUK,AIR SELUMAR,
0.93,109.885,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN BARAT,BENGKAYANG,LEDO,CEMPAKA PUTIH,CA NIYUT PENRISSEN
0.79,110.485,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,PENGADANG,
0.79,110.53,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN BARAT,SANGGAU,SEKAYAN,LUBUK SABUK,
0.94,109.91,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN BARAT,BENGKAYANG,SANGGAU LEDO,BENGKILU,CA NIYUT PENRISSEN
0.69,110.53,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN BARAT,SANGGAU,NOYAN,EMPOTO,
0.73,110.61,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN BARAT,SANGGAU,NOYAN,SEI DANGIN,
-3.14,114.04,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN TENGAH,PULANGPISAU,KAHAYAN KUALA,BAHAUR TENGAH,
-3.2,112.45,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,MEKAR INDAH,
0.42,111.175,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN BARAT,SEKADAU,BELITANG HULU,KUMPANG ILONG,
0.67,110.61,NOAA19,6:58:14 AM,20160801,ASMC,KALIMANTAN BARAT,SANGGAU,NOYAN,SEI DANGIN,
-0.477,110.287,NOAA19,6:47:37 AM,20160802,ASMC,KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,SEKUCING LABAI,
-2.6,121.39,NOAA19,6:47:37 AM,20160802,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,PEKALOA,
0.32,111.095,NOAA19,6:35:43 AM,20160803,ASMC,KALIMANTAN BARAT,SEKADAU,BELITANG HILIR,KUMPANG BIS,
0.84,109.86,NOAA19,6:35:43 AM,20160803,ASMC,KALIMANTAN BARAT,LANDAK,AIR BESAR,PARE/SUTIPADANG,
4.56,97.06,NOAA19,8:15:46 AM,20160803,ASMC,ACEH,ACEH TENGAH,BINTANG,GENUREN,
4.93,96.9,NOAA19,8:15:46 AM,20160803,ASMC,ACEH,ACEH UTARA,NISAM,ALUE PAPEUN,
4.53,95.885,NOAA19,8:15:46 AM,20160803,ASMC,ACEH,ACEH JAYA,TEUNOM,SEUMIRA,
